source_path,git_blob,owner,disposition,replacement_phase,removal_gate
eblocker-ui/src/settings/app/components/devices/devices.component.spec.js,539bc09218f66d51132ad1b35a6f2f1840ba58eb,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/devices/discovery/devices-discovery.component.html,c0e52d4e63edf9963a8b56ca3646db20c3f2d439,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/devices/discovery/devices-discovery.component.js,cf3304c9a86dabe8d1c3a37151dd476d28354f28,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/devices/discovery/devices-discovery.component.spec.js,08c97a894e69252d392d102babf845d52b56f2b7,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/devices/discovery/help-device-search.template.html,b79f29c414bb1f04e649aaf5e747e0d08757911c,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/devices/list/devices-details-anon.component.html,518f16c71ca151b354d3ea11e691c23f993e7668,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/devices/list/devices-details-device.component.html,af52df62de73290765a3bee8e6d99a23231e5213,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/devices/list/devices-details-filters.component.html,bb01137fb386c22173ca4c589289b84cd8b78227,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/devices/list/devices-details-https.component.html,6029072f259a602533db187fb0fb2e08af8ffc2a,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/devices/list/devices-details-icon.component.html,2c61c5bdbd3d39c0955f076410aa82aa98f7abbb,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/devices/list/devices-details-messages.component.html,2d2b0f27dbe3d4cf0c28a92adc7e62138f2fc96a,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/devices/list/devices-details-mobile.component.html,cdecb3a17540ab8ebb72e70795f6848db5031bec,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/devices/list/devices-details-users.component.html,f29fe828f33feb96f0dcc32cf5826b85defadb30,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/devices/list/devices-details.component.html,003fa3811523f77930f8df7849d29eee6d6ef4e3,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/devices/list/devices-details.component.js,7367680108ba4c922712d912b38ec2aa9531ab41,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/devices/list/devices-list-table.template.html,2c2b07cd561591b7daa9752d9d6fd718908183b7,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/devices/list/devices-list.component.html,3bc013969f9c8d204ed00b3d12a84016e92e444d,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/devices/list/devices-list.component.js,1db728fceda43bcb71c0d31b7435b77f2149b26c,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/devices/list/devices-list.component.spec.js,de06a3ec0c7a3893857e5fa6543632a62251540c,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/devices/list/help-devices-list.template.html,48f75150745f02466eefa33b81a82548481b97d1,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/dns/dns.component.html,fb96515c03cebace8bbd88848f582826f37654e2,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/dns/dns.component.js,a951ac1ece8a0609da45ad4486e935a7bd1e0142,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/dns/dns.component.spec.js,e51c80fa9d98edb7353a52af931db265045a4254,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/dns/local/dns-local-table.template.html,f30f7d062ae367d27ff9b3815e48857746357c65,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/dns/local/dns-local.component.html,4c9931b4d3b489e621247ca174c3f41ec836c721,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/dns/local/dns-local.component.js,33cbd4094425844b9c413f013f46a8b098464bb7,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/dns/local/dns-local.component.spec.js,8230f0f940ba68158cdb56058594c8934882c81f,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/dns/local/help-dns-local.template.html,2401b64a09e016a3b65686b588619c884d130205,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/dns/server/dns-server-table.template.html,7cf4e62c7caff35c06eb36268ce3211b6dc0e18b,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/dns/server/dns-server.component.html,072df3de6656a244826b778cba3d3130fc3f55c1,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/dns/server/dns-server.component.js,cab1472b36a0d65fdc0990ebb04b87278abf99a1,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/dns/server/dns-server.component.spec.js,68141bab6e7f3e3f137b05c4337d9cf6fe44c750,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/dns/server/help-dns-server.template.html,3ea6205108a5911aec6501985ecc2c91d48e7b3f,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/dns/status/dns-status.component.html,86689d3cae3883a59529bfe681e77dfaf0817939,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/dns/status/dns-status.component.js,18fdeb489910f7aa6162831d678e5a8378f3e5c4,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/dns/status/dns-status.component.spec.js,cd7e9480919a4801172f5a2c3aafa45a4ab69063,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/dns/status/help-dns-status.template.html,553cb738692aca528afbc98b3f5a2ba4647c9061,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/doctor/diagnosis/diagnosis-table.template.html,0368eb45e6595cb0ed65e1256299468ac4984ef8,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/doctor/diagnosis/doctor-diagnosis.component.html,ecfdf4c5650abaf53c8b8c043e281514ec87ad6d,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/doctor/diagnosis/doctor-diagnosis.component.js,bf4d4074d029d7661b143c1d634797adb2f0ee48,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
